避難所名稱,地址,縣市,設施類型,緯度,經度,最近AQI測站,測站AQI,測站狀態,距離(公里),風險等級,預計收容人數
潮和國小,華嚴街1號,屏東縣潮州鎮,室內,22.556803,120.538038,屏東,40,良好,10.99,Low Risk,630
潮昇國小,北門路25號,屏東縣潮州鎮,室內,22.557031,120.547724,屏東,40,良好,11.5,Low Risk,875
新厝里社區活動中心,新三街50號,高雄市大寮區,室內,22.560361,120.40918,屏東,40,良好,13.13,Low Risk,20
高雄市小港區小港國民小學,平和路1號,高雄市小港區,室內,22.56103,120.336089,高雄,150,對所有族群不健康,8.18,High Risk,300
志成佛寺,永康路31號,屏東縣萬巒鄉,室內,22.5614,120.5629,屏東,40,良好,12.77,Low Risk,200
高雄市小港區鳳陽國民小學,鳳陽街2號,高雄市小港區,室內,22.561551,120.370393,高雄,150,對所有族群不健康,10.18,High Risk,600
潮寮老人活動中心,潮龍路151號,高雄市大寮區,室內,22.562091,120.430298,屏東,40,良好,12.05,Low Risk,35
新庄國小,屏東縣萬丹鄉新庄村新鐘路410號,屏東縣萬丹鄉,室內,22.5622,120.4803,屏東,40,良好,10.45,Low Risk,60
高雄市立潮寮國民中學,潮寮路51-9號,高雄市大寮區,室內,22.563415,120.425175,屏東,40,良好,12.45,Low Risk,60
高雄市小港區二苓國民小學,立群路6號,高雄市小港區,室內,22.5638,120.3533,高雄,150,對所有族群不健康,8.85,High Risk,1000
高雄市立小港高級中學,學府路117號,高雄市小港區,室內,22.565249,120.357413,高雄,150,對所有族群不健康,8.98,High Risk,100
高雄市大寮區潮寮國小,潮寮路61號,高雄市大寮區,室內,22.565716,120.425144,屏東,40,良好,12.67,Low Risk,240
國立高雄餐旅大學附屬餐旅高級中等學校,松和路40號,高雄市小港區,室內,22.566216,120.371763,高雄,150,對所有族群不健康,9.92,High Risk,200
高雄市小港區漢民國民小學,漢民路500號,高雄市小港區,室內,22.566473,120.35926,高雄,150,對所有族群不健康,9.0,High Risk,200
高雄市立中山國民中學,漢民路352號,高雄市小港區,室內,22.56665,120.356421,高雄,150,對所有族群不健康,8.8,High Risk,700
高雄市立小港國民中學,平和南路185號,高雄市小港區,室內,22.566732,120.338056,高雄,150,對所有族群不健康,7.71,High Risk,720
高雄市小港區華山國民小學,華仁街1號,高雄市小港區,室內,22.5677,120.3657,高雄,150,對所有族群不健康,9.35,High Risk,901
高雄市小港區港和國民小學,平和南路300號,高雄市小港區,室內,22.5681,120.3379,高雄,150,對所有族群不健康,7.57,High Risk,250
佳興活動中心,1鄰1號,屏東縣泰武鄉,室內,22.5703,120.6631,屏東,40,良好,21.1,Low Risk,100
佳佐國小,佳興路59號,屏東縣萬巒鄉,室內,22.5712,120.5956,屏東,40,良好,15.76,Low Risk,100
萬巒鄉公所展覽廳,中正路36號,屏東縣萬巒鄉,室內,22.5725,120.5678,屏東,40,良好,14.07,Low Risk,100
高雄市前鎮區佛公國民小學,后平路135號,高雄市前鎮區,室內,22.572651,120.320909,高雄,150,對所有族群不健康,6.4,High Risk,655
萬巒國小,褒忠路28號,屏東縣萬巒鄉,室內,22.5727,120.5723,屏東,40,良好,14.35,Low Risk,100
大明國小,洲中路40號,屏東縣竹田鄉,室內,22.5756,120.5251,屏東,40,良好,12.44,Low Risk,200
過溪里社區活動中心,過溪路130號,高雄市大寮區,室內,22.576183,120.418885,高雄,150,對所有族群不健康,13.33,High Risk,150
武潭活動中心,潭北巷51號,屏東縣泰武鄉,室內,22.578,120.6361,屏東,40,良好,19.34,Low Risk,200
西方道堂,富山路1號,屏東縣萬巒鄉,室內,22.5802,120.6297,屏東,40,良好,18.99,Low Risk,300
高雄市前鎮區明正國民小學,明道路2號,高雄市前鎮區,室內,22.580243,120.326581,高雄,150,對所有族群不健康,5.84,High Risk,345
高雄市立明義國民中學,明義街2號,高雄市小港區,室內,22.582027,120.368282,高雄,150,對所有族群不健康,8.51,High Risk,1000
清山寺,拷潭路126-1號,高雄市大寮區,室內,22.582377,120.385461,高雄,150,對所有族群不健康,9.97,High Risk,80
萬丹國小,屏東縣萬丹鄉寶厝村萬新路1497號,屏東縣萬丹鄉,室內,22.5826,120.4887,屏東,40,良好,12.68,Low Risk,150
竹田國小,公正路35號,屏東縣竹田鄉,室內,22.5828,120.544,屏東,40,良好,13.87,Low Risk,200
高雄市小港區桂林國民小學,桂陽路390號,高雄市小港區,室內,22.583128,120.350425,高雄,150,對所有族群不健康,7.03,High Risk,1255
高雄市立前鎮國民中學,新衙路17號,高雄市前鎮區,室內,22.583367,120.321031,高雄,150,對所有族群不健康,5.28,High Risk,1200
高雄市小港區明義國民小學,明義街77號,高雄市小港區,室內,22.5834,120.3678,高雄,150,對所有族群不健康,8.38,High Risk,200
竹田鄉公所,中正路123號,屏東縣竹田鄉,室內,22.5847,120.544,屏東,40,良好,14.06,Low Risk,60
富翔天廈,拷潭路163-1號,高雄市大寮區,室內,22.584752,120.380306,高雄,150,對所有族群不健康,9.38,High Risk,70
高雄市前鎮區前鎮國民小學,新生路200號,高雄市前鎮區,室內,22.585437,120.308702,高雄,150,對所有族群不健康,4.71,High Risk,473
高雄市立興仁國民中學,德昌路345號,高雄市前鎮區,室內,22.5863,120.3139,高雄,150,對所有族群不健康,4.74,High Risk,945
高雄市立前鎮高級中學,鎮中路132號,高雄市前鎮區,室內,22.586862,120.32001,高雄,150,對所有族群不健康,4.89,High Risk,2236
香蘭國小,舊香蘭四鄰28號,臺東縣太麻里鄉,室內,22.587759,120.993452,台東,33,良好,25.7,Low Risk,80
高雄市旗津區大汕國民小學,中洲二路203號,高雄市旗津區,室內,22.5879,120.2877,高雄,150,對所有族群不健康,4.6,High Risk,250
高雄市立旗津國民中學,中洲二路207號,高雄市旗津區,室內,22.5885,120.286,高雄,150,對所有族群不健康,4.59,High Risk,600
萬巒鄉立幼兒園泗溝分班,永平路53-1號,屏東縣萬巒鄉,室內,22.5885,120.58,屏東,40,良好,16.24,Low Risk,60
圖書館,屏東縣萬丹鄉和平西路157號,屏東縣萬丹鄉,室內,22.589,120.4849,屏東,40,良好,13.4,Low Risk,40
萬丹鄉行政中心,屏東縣萬丹鄉和平西路155號,屏東縣萬丹鄉,室內,22.5894,120.485,屏東,40,良好,13.44,Low Risk,100
高雄市旗津區公所5樓大禮堂,旗津三路2號5樓,高雄市旗津區,室內,22.589974,120.284774,高雄,150,對所有族群不健康,4.49,High Risk,250
佛聖宮,內坑路148號,高雄市大寮區,室內,22.590008,120.381144,高雄,150,對所有族群不健康,9.18,High Risk,200
高雄市鳳山區過埤國民小學,過埤路176號,高雄市鳳山區,室內,22.590382,120.362405,高雄,150,對所有族群不健康,7.49,High Risk,393
高雄市立福誠高級中學,五甲三路176號,高雄市鳳山區,室內,22.590487,120.323885,高雄,150,對所有族群不健康,4.7,High Risk,1139
高雄市前鎮區鎮昌國民小學,樹人路261號,高雄市前鎮區,室內,22.590548,120.317983,高雄,150,對所有族群不健康,4.43,High Risk,1200
五溝國小,西盛路89號,屏東縣萬巒鄉,室內,22.5908,120.594,屏東,40,良好,17.3,Low Risk,30
高雄市大寮區大寮國民小學,大寮路740號,高雄市大寮區,室內,22.590861,120.416445,高雄,150,對所有族群不健康,12.49,High Risk,420
佳平活動中心,佳平巷12號,屏東縣泰武鄉,室內,22.591406,120.628948,屏東,40,良好,19.77,Low Risk,100
大寮里社區活動中心,大寮路781號,高雄市大寮區,室內,22.591471,120.416643,高雄,150,對所有族群不健康,12.48,High Risk,150
泰武國中,5鄰120號,屏東縣泰武鄉,室內,22.5915,120.6333,屏東,40,良好,20.11,Low Risk,300
澳洲特區,仁德路16巷31弄12號,高雄市大寮區,室內,22.591949,120.396834,高雄,150,對所有族群不健康,10.56,High Risk,100
荷蘭町,仁德路10號之1,高雄市大寮區,室內,22.591993,120.399701,高雄,150,對所有族群不健康,10.83,High Risk,200
興華國小,屏東縣萬丹鄉崙頂村崙頂路860號,屏東縣萬丹鄉,室內,22.5929,120.4615,屏東,40,良好,14.12,Low Risk,400
高雄市政府社會局無障礙之家,翠亨北路392號,高雄市前鎮區,室內,22.5941,120.3153,高雄,150,對所有族群不健康,3.96,High Risk,3
高雄市鳳山區南成國民小學,南和街101號,高雄市鳳山區,室內,22.594316,120.335487,高雄,150,對所有族群不健康,5.07,High Risk,1484
龍成宮,五甲二路730巷6號,高雄市鳳山區,室內,22.5945,120.3283,高雄,150,對所有族群不健康,4.57,High Risk,100
米蘭特區,內坑路108-67號,高雄市大寮區,室內,22.594653,120.388157,高雄,150,對所有族群不健康,9.62,High Risk,80
四維國小,屏東縣萬丹鄉四維村四維東路567號,屏東縣萬丹鄉,室內,22.595,120.49,屏東,40,良好,14.06,Low Risk,50
僑智國小,學人路55號,屏東縣內埔鄉,室內,22.595,120.5566,屏東,40,良好,15.64,Low Risk,120
萬金天主教堂,萬興路24號,屏東縣萬巒鄉,室內,22.5951,120.6112,屏東,40,良好,18.8,Low Risk,250
嘉蘭國小 Jialan Elementary School,"3鄰132號No.132,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",臺東縣金峰鄉,室內,22.595308,120.961523,台東,33,良好,27.43,Low Risk,100
高雄市鳳山區鳳翔國民小學,鳳育路63號,高雄市鳳山區,室內,22.595332,120.340798,高雄,150,對所有族群不健康,5.38,High Risk,3106
高雄市立鳳翔國民中學,保義街100號,高雄市鳳山區,室內,22.59641,120.348197,高雄,150,對所有族群不健康,5.91,High Risk,385
萬丹國中,屏東縣萬丹鄉萬丹路2段5號,屏東縣萬丹鄉,室內,22.5966,120.4881,屏東,40,良好,14.23,Low Risk,500
嘉蘭村活動中心 Jialan Activity Center,"4鄰嘉蘭219號No.9,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",臺東縣金峰鄉,室內,22.596696,120.959985,台東,33,良好,27.44,Low Risk,100
高雄市鳳山區福誠國民小學,忠誠路145號,高雄市鳳山區,室內,22.596813,120.325055,高雄,150,對所有族群不健康,4.17,High Risk,1267
高雄市立五甲國民中學,龍成路111號,高雄市鳳山區,室內,22.598112,120.328691,高雄,150,對所有族群不健康,4.29,High Risk,1178
高雄市鳳山區中崙國民小學,中崙四路25號,高雄市鳳山區,室內,22.599431,120.350798,高雄,150,對所有族群不健康,5.94,High Risk,3054
大發公有市場3樓,鳳林三路315之22號,高雄市大寮區,室內,22.600592,120.397972,高雄,150,對所有族群不健康,10.35,High Risk,120
高雄市前鎮區瑞祥國民小學,班超路20號,高雄市前鎮區,室內,22.600692,120.326798,高雄,150,對所有族群不健康,3.94,High Risk,1636
高雄市旗津區中洲國民小學,旗津三路275號,高雄市旗津區,室內,22.6008,120.2764,高雄,150,對所有族群不健康,3.91,High Risk,600
高雄市立瑞祥高級中學,班超路63號,高雄市前鎮區,室內,22.602208,120.324758,高雄,150,對所有族群不健康,3.68,High Risk,1000
高雄市立大寮幼兒園,上寮路208之25號,高雄市大寮區,室內,22.602808,120.422136,高雄,150,對所有族群不健康,12.69,High Risk,150
高雄市立大寮國民中學,進學路150號,高雄市大寮區,室內,22.602926,120.39266,高雄,150,對所有族群不健康,9.75,High Risk,150
高雄市立中崙國民中學,中崙二路487號,高雄市鳳山區,室內,22.603304,120.353555,高雄,150,對所有族群不健康,5.98,High Risk,469
三隆里社區活動中心,正隆街45號,高雄市大寮區,室內,22.60349,120.406342,高雄,150,對所有族群不健康,11.09,High Risk,40
高雄市鳳山區正義國民小學,南昌街55號,高雄市鳳山區,室內,22.603997,120.340127,高雄,150,對所有族群不健康,4.75,High Risk,1025
正興村活動中心Zhengxing Activity Center,"2鄰28號No.28,Zhengxing,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",臺東縣金峰鄉,室內,22.604086,120.996484,台東,33,良好,24.16,Low Risk,100
泰武活動中心,大武山一街30號,屏東縣泰武鄉,室內,22.6046,120.6117,屏東,40,良好,19.64,Low Risk,300
高雄市立獅甲國民中學,中山三路43號,高雄市前鎮區,室內,22.6051,120.3083,高雄,150,對所有族群不健康,2.57,High Risk,1200
竹田鄉立幼兒園,龍崗路130號,屏東縣竹田鄉,室內,22.60513,120.5476216,屏東,40,良好,16.31,Low Risk,200
高雄市大寮區永芳國民小學,鳳林三路499號,高雄市大寮區,室內,22.605277,120.395195,高雄,150,對所有族群不健康,9.93,High Risk,600
高雄市前鎮區瑞豐國民小學,瑞隆路100號,高雄市前鎮區,室內,22.6061,120.337,高雄,150,對所有族群不健康,4.35,High Risk,1781
金湯營區,凱旋路1號,高雄市鳳山區,室內,22.6077,120.3623,高雄,150,對所有族群不健康,6.62,High Risk,400
中正營區,凱旋路1號,高雄市鳳山區,室內,22.6077,120.3623,高雄,150,對所有族群不健康,6.62,High Risk,500
高雄市大寮區山頂國民小學,山頂路211號,高雄市大寮區,室內,22.607807,120.388806,高雄,150,對所有族群不健康,9.23,High Risk,200
高雄市前鎮區復興國民小學,民權二路331號,高雄市前鎮區,室內,22.608203,120.311425,高雄,150,對所有族群不健康,2.36,High Risk,800
高雄市前鎮區樂群國民小學,育樂路61號,高雄市前鎮區,室內,22.608234,120.322489,高雄,150,對所有族群不健康,3.03,High Risk,300
山頂里社區活動中心,山頂路178號,高雄市大寮區,室內,22.608247,120.388518,高雄,150,對所有族群不健康,9.19,High Risk,250
高雄市前鎮區民權國民小學,沱江街200號,高雄市前鎮區,室內,22.608482,120.314444,高雄,150,對所有族群不健康,2.48,High Risk,1568
高雄市旗津區旗津國民小學,中洲三路623號,高雄市旗津區,室內,22.609,120.2715,高雄,150,對所有族群不健康,3.68,High Risk,120
高雄市竹西里活動中心,廣東三街73號3樓,高雄市前鎮區,室內,22.60930404,120.3198654,高雄,150,對所有族群不健康,2.76,High Risk,100
內埔國小,廣濟路2號,屏東縣內埔鄉,室內,22.61,120.5659,屏東,40,良好,17.56,Low Risk,120
高雄市立中正高級工業職業學校,光華二路80號,高雄市前鎮區,室內,22.610595,120.317629,高雄,150,對所有族群不健康,2.5,High Risk,1000
高雄市立光華國民中學,和平二路170號,高雄市前鎮區,室內,22.61083,120.322944,高雄,150,對所有族群不健康,2.87,High Risk,600
內埔鄉文康中心,文化路183號,屏東縣內埔鄉,室內,22.611,120.5695,屏東,40,良好,17.83,Low Risk,120
高雄市立瑞豐國民中學,瑞興街99號,高雄市前鎮區,室內,22.611085,120.331091,高雄,150,對所有族群不健康,3.54,High Risk,200
內埔國中,文化路262號,屏東縣內埔鄉,室內,22.6113,120.5705,屏東,40,良好,17.91,Low Risk,120
大王國小,文化路60號,臺東縣太麻里鄉,室內,22.613304,121.003685,台東,33,良好,22.91,Low Risk,100
高雄市鳳山區新甲國民小學,新富路255號,高雄市鳳山區,室內,22.613771,120.339923,高雄,150,對所有族群不健康,4.23,High Risk,2199
高雄市苓雅區成功國民小學,華新街59號,高雄市苓雅區,室內,22.613929,120.297064,高雄,150,對所有族群不健康,1.55,High Risk,920
高雄市前鎮區愛群國民小學,二聖二路194號,高雄市前鎮區,室內,22.61396,120.312716,高雄,150,對所有族群不健康,1.88,High Risk,1000
武侯宮,琉球路64號,高雄市大寮區,室內,22.613987,120.411173,高雄,150,對所有族群不健康,11.36,High Risk,200
光武里社區活動中心,民生路317-1號,高雄市大寮區,室內,22.614458,120.384658,高雄,150,對所有族群不健康,8.66,High Risk,20
高雄市苓洲國民小學,四維四路61號,高雄市苓雅區,室內,22.6145,120.3005,高雄,150,對所有族群不健康,1.43,High Risk,855
順安府,11鄰順安路39號,臺東縣太麻里鄉,室內,22.614936,120.993368,台東,33,良好,23.54,Low Risk,50
太麻里鄉老人會館,11鄰順安路33號,臺東縣太麻里鄉,室內,22.614936,120.993368,台東,33,良好,23.54,Low Risk,100
社皮國小,屏東縣萬丹鄉社皮路二段550號,屏東縣萬丹鄉,室內,22.615,120.4681,屏東,40,良好,16.43,Low Risk,100
高雄市立英明國民中學,英明路147號,高雄市苓雅區,室內,22.615251,120.324395,高雄,150,對所有族群不健康,2.71,High Risk,1382
東寧國小,自強路85號,屏東縣內埔鄉,室內,22.6155,120.5629,屏東,40,良好,17.98,Low Risk,120
老人文康活動中心,屏東縣萬丹鄉大昌路495號,屏東縣萬丹鄉,室內,22.6157,120.4691,屏東,40,良好,16.49,Low Risk,150
老人文康活動中心,屏東縣萬丹鄉大昌路495號,屏東縣萬丹鄉,室內,22.6157,120.4691,屏東,40,良好,16.49,Low Risk,150
廣安國小,屏東縣萬丹鄉廣安村廣志街8巷15號,屏東縣萬丹鄉,室內,22.6157,120.4905,屏東,40,良好,16.36,Low Risk,30
竹田國中,龍南路26號,屏東縣竹田鄉,室內,22.615722,120.524088,屏東,40,良好,16.74,Low Risk,600
黃厝北極上帝殿,黃厝路35之10號,高雄市大寮區,室內,22.616179,120.410497,高雄,150,對所有族群不健康,11.27,High Risk,200
富田國小,里仁路202號,屏東縣內埔鄉,室內,22.6163,120.5401,屏東,40,良好,17.22,Low Risk,120
高雄市大寮區忠義國民小學,忠義路1號,高雄市大寮區,室內,22.616353,120.384143,高雄,150,對所有族群不健康,8.58,High Risk,200
高雄市立鳳甲國民中學,輜汽路300號,高雄市鳳山區,室內,22.616576,120.342588,高雄,150,對所有族群不健康,4.39,High Risk,1917
高雄市鳳山區誠正國民小學,黃埔新村國校巷78號,高雄市鳳山區,室內,22.616848,120.363867,高雄,150,對所有族群不健康,6.52,High Risk,641
高雄市鳳山區鳳西國民小學,光華東路100號,高雄市鳳山區,室內,22.61715,120.358728,高雄,150,對所有族群不健康,5.99,High Risk,1711
高雄市鳳山區忠孝國民小學,新富路630號,高雄市鳳山區,室內,22.617854,120.349428,高雄,150,對所有族群不健康,5.04,High Risk,1898
高雄市立苓雅國民中學,四維三路176號,高雄市苓雅區,室內,22.618047,120.30541,高雄,150,對所有族群不健康,1.11,High Risk,945
忠義里里辦公處2樓,商協福利路59-1號,高雄市大寮區,室內,22.618515,120.382478,高雄,150,對所有族群不健康,8.38,High Risk,20
中興里社區活動中心,文化路2巷2號,高雄市大寮區,室內,22.618811,120.387461,高雄,150,對所有族群不健康,8.88,High Risk,25
高雄市苓雅區福康國民小學,漢陽街17號,高雄市苓雅區,室內,22.618957,120.32935,高雄,150,對所有族群不健康,3.02,High Risk,1764
